 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity,target,Major,Minor
555,colony_332.tiff,2978,210.167,0.847,759390,759390,1.45,0.69,0.957,1,67.963,44.925
556,colony_333.tiff,1024,154.569,0.539,261120,261120,3.456,0.289,0.903,1,66.757,19.969
557,colony_334.tiff,2405,248.024,0.491,613275,613275,3.951,0.253,0.934,1,98.281,23.889
558,colony_335.tiff,3932,247.622,0.806,1002660,1002660,1.672,0.598,0.968,1,85.88,52.305
559,colony_336.tiff,3554,251.037,0.709,906270,906270,2.284,0.438,0.967,1,98.932,44.195
560,colony_337.tiff,2154,199.823,0.678,549270,549270,2.492,0.401,0.957,1,80.329,32.176
561,colony_338.tiff,1806,160.267,0.884,460530,460530,1.225,0.817,0.967,1,47.463,38.602
562,colony_339.tiff,1976,245.823,0.411,503880,503880,2.932,0.341,0.884,1,63.946,19.175
563,colony_34.tiff,3932,244.208,0.829,1002660,1002660,1.517,0.659,0.973,1,81.654,52.221
564,colony_340.tiff,1478,170.752,0.637,376890,376890,1.364,0.733,0.874,1,46.333,35.862
565,colony_341.tiff,2100,191.095,0.723,535500,535500,2.239,0.447,0.966,1,75.622,33.522
566,colony_342.tiff,1773,182.711,0.667,452115,452115,2.626,0.381,0.961,1,73.697,28.23
567,colony_343.tiff,1778,174.267,0.736,453390,453390,2.12,0.472,0.963,1,63.351,30.067
568,colony_344.tiff,1204,176.024,0.488,307020,307020,3.548,0.282,0.83,1,75.958,21.607
569,colony_345.tiff,2030,187.338,0.727,517650,517650,1.927,0.519,0.928,1,59.718,29.849
570,colony_346.tiff,1857,160.51,0.906,473535,473535,1.092,0.915,0.97,1,44.681,40.806
571,colony_347.tiff,2191,277.806,0.357,558705,558705,1.2,0.833,0.791,1,58.482,48.834
573,colony_349.tiff,2169,208.066,0.63,553095,553095,2.794,0.358,0.948,1,83.504,29.748
574,colony_35.tiff,3497,232.551,0.813,891735,891735,1.543,0.648,0.954,1,80.134,51.099
575,colony_350.tiff,2044,198.61,0.651,521220,521220,2.632,0.38,0.917,1,81.758,28.297
576,colony_351.tiff,2081,173.581,0.868,530655,530655,1.371,0.73,0.967,1,55.697,40.874
577,colony_352.tiff,1701,185.095,0.624,433755,433755,2.747,0.364,0.927,1,75.5,28.146
578,colony_353.tiff,2242,193.196,0.755,571710,571710,1.964,0.509,0.941,1,71.732,36.334
579,colony_354.tiff,1764,181.539,0.673,449820,449820,2.564,0.39,0.958,1,74.058,28.23
580,colony_355.tiff,2324,193.823,0.777,592620,592620,1.906,0.525,0.966,1,70.819,37.989
581,colony_356.tiff,2261,199.095,0.717,576555,576555,2.209,0.453,0.951,1,74.884,34.227
582,colony_357.tiff,2048,249.865,0.412,522240,522240,2.175,0.46,0.843,1,77.364,35.697
583,colony_358.tiff,2384,187.439,0.853,607920,607920,1.421,0.704,0.952,1,55.146,31.77
584,colony_359.tiff,2026,187.782,0.722,516630,516630,2.278,0.439,0.966,1,70.889,30.677
585,colony_36.tiff,1962,182.61,0.739,500310,500310,1.852,0.54,0.929,1,61.153,36.728
586,colony_360.tiff,1471,163.581,0.691,375105,375105,2.377,0.421,0.951,1,68.35,28.65
587,colony_361.tiff,2060,183.581,0.768,525300,525300,1.862,0.537,0.965,1,69.381,36.281
588,colony_362.tiff,2037,175.924,0.827,519435,519435,1.471,0.68,0.96,1,53.216,36.75
589,colony_363.tiff,3055,236.208,0.688,779025,779025,2.415,0.414,0.966,1,95.427,39.294
590,colony_364.tiff,2687,203.581,0.815,685185,685185,1.728,0.579,0.971,1,65.629,38.917
591,colony_365.tiff,4191,269.622,0.724,1068705,1068705,2.134,0.469,0.97,1,103.66,41.405
592,colony_366.tiff,1942,190.853,0.67,495210,495210,2.498,0.4,0.953,1,66.485,26.811
593,colony_367.tiff,1782,195.054,0.589,454410,454410,3.257,0.307,0.939,1,79.471,23.231
594,colony_368.tiff,1948,200.468,0.609,496740,496740,3.074,0.325,0.952,1,71.66,24.644
595,colony_369.tiff,2911,202.894,0.889,742305,742305,1.232,0.811,0.972,1,54.571,44.144
596,colony_37.tiff,1709,162.61,0.812,435795,435795,1.596,0.627,0.955,1,55.502,35.741
597,colony_370.tiff,1215,156.125,0.626,309825,309825,2.548,0.392,0.935,1,63.248,22.506
598,colony_371.tiff,1515,167.154,0.681,386325,386325,2.629,0.38,0.969,1,68.191,25.095
599,colony_372.tiff,2478,217.338,0.659,631890,631890,2.601,0.384,0.955,1,87.846,34.351
600,colony_373.tiff,1624,154.368,0.856,414120,414120,1.368,0.731,0.959,1,49.553,35.51
601,colony_374.tiff,1872,185.64,0.683,477360,477360,2.505,0.399,0.95,1,68.821,27.529
602,colony_375.tiff,1631,182.125,0.618,415905,415905,2.938,0.34,0.951,1,73.535,24.102
603,colony_376.tiff,1526,177.296,0.61,389130,389130,2.857,0.35,0.947,1,72.419,24.948
604,colony_377.tiff,1928,200.468,0.603,491640,491640,3.036,0.329,0.96,1,85.129,27.924
605,colony_378.tiff,2747,218.995,0.72,700485,700485,2.147,0.466,0.965,1,82.504,39.662
606,colony_379.tiff,2681,235.48,0.608,683655,683655,1.975,0.506,0.812,1,74.678,39.675
607,colony_38.tiff,2360,184.309,0.873,601800,601800,1.301,0.768,0.966,1,60.765,46.014
608,colony_380.tiff,2187,193.782,0.732,557685,557685,2.115,0.473,0.947,1,67.79,32.042
609,colony_381.tiff,2497,189.48,0.874,636735,636735,1.388,0.721,0.97,1,64.712,42.932
610,colony_382.tiff,2396,214.125,0.657,610980,610980,2.762,0.362,0.967,1,83.153,30.302
612,colony_384.tiff,1894,165.924,0.865,482970,482970,1.058,0.946,0.956,1,44.678,44.628
613,colony_385.tiff,1735,190.468,0.601,442425,442425,3.006,0.333,0.943,1,79.711,25.382
614,colony_386.tiff,3339,252.652,0.657,851445,851445,2.523,0.396,0.947,1,100.887,39.49
615,colony_387.tiff,1931,177.539,0.77,492405,492405,2.027,0.493,0.961,1,68.773,31.936
616,colony_388.tiff,2438,199.782,0.768,621690,621690,2.118,0.472,0.977,1,78.026,36.471
617,colony_389.tiff,1908,210.125,0.543,486540,486540,3.539,0.283,0.945,1,82.584,23.358
618,colony_39.tiff,2192,178.066,0.869,558960,558960,1.352,0.74,0.967,1,56.503,40.944
619,colony_390.tiff,2370,191.095,0.816,604350,604350,1.757,0.569,0.972,1,71.174,39.785
620,colony_391.tiff,2373,205.782,0.704,605115,605115,2.394,0.418,0.962,1,81.697,31.7
621,colony_392.tiff,2147,175.238,0.879,547485,547485,1.404,0.712,0.971,1,58.333,41.384
622,colony_393.tiff,2422,224.267,0.605,617610,617610,2.603,0.384,0.868,1,85.769,32.154
623,colony_394.tiff,2260,189.238,0.793,576300,576300,1.714,0.583,0.951,1,60.734,35.262
624,colony_395.tiff,2345,187.095,0.842,597975,597975,1.551,0.645,0.965,1,61.674,39.7
625,colony_396.tiff,3548,273.421,0.596,904740,904740,2.014,0.496,0.844,1,96.933,48.535
626,colony_397.tiff,2437,203.865,0.737,621435,621435,2.033,0.492,0.951,1,78.937,37.599
627,colony_398.tiff,2524,201.48,0.781,643620,643620,1.902,0.526,0.969,1,79.179,41.006
628,colony_399.tiff,2241,190.208,0.778,571455,571455,1.87,0.535,0.953,1,71.742,38.157
629,colony_4.tiff,2313,184.309,0.856,589815,589815,1.287,0.777,0.936,1,27.289,7.139
629,colony_4.tiff,2313,184.309,0.856,589815,589815,1.287,0.777,0.936,1,48.371,39.51
630,colony_40.tiff,3846,232.208,0.896,980730,980730,1.213,0.824,0.978,1,73.963,61.456
631,colony_400.tiff,2161,241.907,0.464,551055,551055,2.864,0.349,0.859,1,90.65,33.864
632,colony_401.tiff,1621,159.338,0.802,413355,413355,1.82,0.549,0.965,1,61.065,33.236
633,colony_402.tiff,1676,187.238,0.601,427380,427380,1.92,0.521,0.823,1,67.703,34.49
634,colony_403.tiff,2305,195.338,0.759,587775,587775,1.935,0.517,0.961,1,65.158,34.372
635,colony_404.tiff,2013,172.51,0.85,513315,513315,1.494,0.669,0.967,1,57.474,39.123
636,colony_405.tiff,2126,183.338,0.795,542130,542130,1.478,0.677,0.904,1,56.408,37.424
637,colony_406.tiff,1999,170.409,0.865,509745,509745,1.423,0.703,0.967,1,59.189,40.055
638,colony_407.tiff,2228,194.066,0.743,568140,568140,1.413,0.708,0.916,1,61.187,38.933
639,colony_408.tiff,1488,161.823,0.714,379440,379440,2.149,0.465,0.917,1,63.972,30.034
640,colony_409.tiff,2385,194.995,0.788,608175,608175,1.721,0.581,0.948,1,68.66,40.111
641,colony_41.tiff,2512,201.622,0.777,640560,640560,1.528,0.654,0.892,1,68.732,42.385
642,colony_410.tiff,1498,150.167,0.835,381990,381990,1.566,0.639,0.957,1,53.374,33.636
643,colony_411.tiff,2254,194.309,0.75,574770,574770,1.849,0.541,0.957,1,70.851,37.541
644,colony_412.tiff,1694,166.066,0.772,431970,431970,1.696,0.59,0.944,1,54.426,31.535
645,colony_413.tiff,1337,152.995,0.718,340935,340935,1.551,0.645,0.912,1,49.235,28.266
646,colony_414.tiff,1376,148.267,0.787,350880,350880,1.841,0.543,0.955,1,58.275,31.331
647,colony_415.tiff,1498,148.61,0.852,381990,381990,1.316,0.76,0.955,1,47.522,32.339
648,colony_416.tiff,2980,209.723,0.851,759900,759900,1.322,0.757,0.946,1,66.752,49.822
649,colony_417.tiff,1039,137.539,0.69,264945,264945,1.964,0.509,0.913,1,52.251,27.121
650,colony_418.tiff,2932,211.48,0.824,747660,747660,1.496,0.669,0.957,1,67.3,38.86
651,colony_419.tiff,1968,183.238,0.737,501840,501840,2.143,0.467,0.961,1,75.303,35.034
652,colony_42.tiff,1968,172.167,0.834,501840,501840,1.398,0.715,0.952,1,56.855,38.989
653,colony_420.tiff,1624,178.409,0.641,414120,414120,2.324,0.43,0.896,1,70.499,30.775
654,colony_421.tiff,1668,178.409,0.659,425340,425340,2.222,0.45,0.922,1,69.965,31.446
655,colony_422.tiff,1971,168.953,0.868,502605,502605,1.197,0.835,0.965,1,53.433,40.318
656,colony_423.tiff,3954,282.936,0.621,1008270,1008270,2.562,0.39,0.938,1,102.72,41.561
657,colony_424.tiff,1491,162.024,0.714,380205,380205,2.252,0.444,0.956,1,66.082,29.98
658,colony_425.tiff,1892,270.291,0.325,482460,482460,1.602,0.624,0.777,1,63.63,39.6
659,colony_426.tiff,1926,167.095,0.867,491130,491130,1.407,0.711,0.968,1,55.633,39.708
660,colony_427.tiff,1274,147.782,0.733,324870,324870,2.186,0.458,0.96,1,59.666,26.995
661,colony_428.tiff,2305,209.882,0.658,587775,587775,2.828,0.354,0.968,1,85.197,30.726
662,colony_429.tiff,1515,167.581,0.678,386325,386325,1.682,0.595,0.896,1,49.151,29.246
663,colony_43.tiff,2474,189.823,0.863,630870,630870,1.393,0.718,0.962,1,60.212,42.271
664,colony_430.tiff,2244,205.723,0.666,572220,572220,2.196,0.455,0.933,1,80.658,36.323
665,colony_431.tiff,2278,200.794,0.71,580890,580890,2.3,0.435,0.962,1,81.71,34.967
666,colony_432.tiff,3015,206.551,0.888,768825,768825,1.234,0.81,0.974,1,64.962,53.194
667,colony_433.tiff,2738,233.137,0.633,698190,698190,2.051,0.487,0.928,1,84.028,43.791
668,colony_434.tiff,3497,254.35,0.679,891735,891735,2.231,0.448,0.922,1,100.354,45.688
669,colony_435.tiff,2557,194.066,0.853,652035,652035,1.453,0.688,0.972,1,65.428,44.953
670,colony_436.tiff,1539,147.681,0.887,392445,392445,1.344,0.744,0.967,1,50.623,36.167
671,colony_437.tiff,2303,230.794,0.543,587265,587265,1.766,0.566,0.905,1,47.474,35.885
671,colony_437.tiff,2303,230.794,0.543,587265,587265,1.766,0.566,0.905,1,12.73,10.902
672,colony_438.tiff,2442,203.966,0.738,622710,622710,1.825,0.548,0.927,1,73.486,40.041
673,colony_439.tiff,2724,213.723,0.749,694620,694620,1.773,0.564,0.937,1,74.824,41.911
674,colony_44.tiff,2139,173.581,0.892,545445,545445,1.147,0.872,0.969,1,54.005,46.964
675,colony_440.tiff,1628,156.51,0.835,415140,415140,1.507,0.664,0.958,1,54.402,33.936
676,colony_441.tiff,2002,169.539,0.875,510510,510510,1.404,0.712,0.973,1,54.402,29.864
677,colony_442.tiff,2792,212.752,0.775,711960,711960,1.85,0.541,0.961,1,75.04,42.3
679,colony_444.tiff,2156,179.581,0.84,549780,549780,1.524,0.656,0.968,1,60.0,41.974
680,colony_445.tiff,2148,189.137,0.755,547740,547740,2.02,0.495,0.933,1,72.265,35.626
681,colony_446.tiff,1719,167.439,0.771,438345,438345,1.966,0.509,0.962,1,65.161,33.12
682,colony_447.tiff,2341,185.238,0.857,596955,596955,1.445,0.692,0.971,1,60.645,42.41
683,colony_448.tiff,2015,187.823,0.718,513825,513825,2.151,0.465,0.925,1,74.267,34.306
684,colony_45.tiff,1539,146.711,0.899,392445,392445,1.263,0.792,0.97,1,45.188,34.207
685,colony_450.tiff,2508,200.652,0.783,639540,639540,1.765,0.567,0.943,1,69.622,40.581
686,colony_451.tiff,2234,180.894,0.858,569670,569670,1.463,0.684,0.968,1,64.147,40.988
687,colony_452.tiff,1643,169.095,0.722,418965,418965,2.033,0.492,0.947,1,60.356,28.795
688,colony_453.tiff,2002,192.108,0.682,510510,510510,2.54,0.394,0.936,1,81.063,32.136
689,colony_454.tiff,2969,249.765,0.598,757095,757095,2.257,0.443,0.859,1,92.593,42.353
690,colony_455.tiff,2209,192.409,0.75,563295,563295,1.844,0.542,0.95,1,65.823,37.197
691,colony_457.tiff,1764,168.409,0.782,449820,449820,1.865,0.536,0.962,1,62.805,33.917
692,colony_458.tiff,1539,150.368,0.855,392445,392445,1.324,0.755,0.953,1,49.769,38.016
693,colony_459.tiff,3079,248.936,0.624,785145,785145,1.987,0.503,0.924,1,66.821,37.423
694,colony_46.tiff,1963,169.823,0.855,500565,500565,1.524,0.656,0.968,1,59.749,38.976
695,colony_460.tiff,3365,229.522,0.803,858075,858075,1.681,0.595,0.945,1,81.144,46.697
696,colony_461.tiff,2415,192.752,0.817,615825,615825,1.58,0.633,0.957,1,67.516,42.092
697,colony_462.tiff,1407,171.095,0.604,358785,358785,1.369,0.731,0.891,1,48.289,32.511
698,colony_463.tiff,2366,190.409,0.82,603330,603330,1.626,0.615,0.967,1,65.093,40.314
699,colony_464.tiff,3509,227.723,0.85,894795,894795,1.52,0.658,0.976,1,81.03,52.733
700,colony_465.tiff,3533,266.35,0.626,900915,900915,1.272,0.786,0.871,1,72.934,50.749
701,colony_466.tiff,2688,198.551,0.857,685440,685440,1.143,0.875,0.96,1,60.264,52.883
702,colony_467.tiff,2954,213.723,0.813,753270,753270,1.562,0.64,0.964,1,72.272,47.126
703,colony_468.tiff,2583,193.238,0.869,658665,658665,1.331,0.751,0.966,1,57.04,43.997
704,colony_469.tiff,3125,213.622,0.861,796875,796875,1.415,0.707,0.972,1,73.58,52.536
705,colony_47.tiff,1331,192.894,0.45,339405,339405,2.03,0.493,0.801,1,60.608,30.692
706,colony_470.tiff,2109,173.338,0.882,537795,537795,1.316,0.76,0.971,1,55.227,40.737
707,colony_471.tiff,2183,176.167,0.884,556665,556665,1.249,0.8,0.97,1,55.138,45.583
708,colony_472.tiff,1837,169.782,0.801,468435,468435,1.738,0.575,0.965,1,62.711,35.977
709,colony_473.tiff,2171,180.61,0.836,553605,553605,1.607,0.622,0.973,1,58.011,38.958
710,colony_474.tiff,2471,186.652,0.891,630105,630105,1.307,0.765,0.975,1,61.293,46.531
711,colony_475.tiff,2440,217.095,0.651,622200,622200,2.734,0.366,0.952,1,92.154,33.988
712,colony_476.tiff,4664,273.622,0.783,1189320,1189320,1.803,0.555,0.959,1,97.744,53.994
715,colony_478.tiff,2030,197.823,0.652,517650,517650,2.021,0.495,0.91,1,70.118,35.137
716,colony_479.tiff,2232,188.451,0.79,569160,569160,1.837,0.544,0.946,1,62.949,36.671
717,colony_48.tiff,1746,164.024,0.816,445230,445230,1.732,0.577,0.963,1,57.949,34.32
718,colony_480.tiff,2042,170.853,0.879,520710,520710,1.327,0.754,0.971,1,57.184,39.054
721,colony_483.tiff,1617,208.61,0.467,412335,412335,2.506,0.399,0.875,1,29.181,13.221
722,colony_484.tiff,1545,148.853,0.876,393975,393975,1.329,0.752,0.964,1,47.448,33.597
723,colony_485.tiff,4113,283.078,0.645,1048815,1048815,1.897,0.527,0.884,1,94.215,48.746
724,colony_486.tiff,3359,331.505,0.384,856545,856545,2.23,0.449,0.826,1,98.594,45.044
725,colony_487.tiff,1589,163.924,0.743,405195,405195,2.064,0.484,0.953,1,60.709,30.977
726,colony_488.tiff,1362,161.782,0.654,347310,347310,1.923,0.52,0.898,1,59.841,31.469
727,colony_489.tiff,1667,162.853,0.79,425085,425085,1.559,0.641,0.959,1,53.5,35.532
728,colony_49.tiff,1796,165.924,0.82,457980,457980,1.312,0.762,0.941,1,51.923,37.42
729,colony_490.tiff,1520,184.309,0.562,387600,387600,1.839,0.544,0.705,1,56.321,32.735
730,colony_491.tiff,1654,162.368,0.788,421770,421770,1.471,0.68,0.941,1,54.521,36.991
731,colony_492.tiff,1973,174.167,0.817,503115,503115,1.691,0.591,0.968,1,64.058,38.182
734,colony_494.tiff,1768,180.468,0.682,450840,450840,2.33,0.429,0.917,1,60.888,26.265
735,colony_495.tiff,1854,164.853,0.857,472770,472770,1.398,0.716,0.963,1,54.422,39.305
741,colony_499.tiff,1665,161.338,0.804,424575,424575,1.791,0.558,0.959,1,56.593,31.858
742,colony_5.tiff,2776,198.551,0.885,707880,707880,1.223,0.817,0.971,1,64.033,51.062
743,colony_50.tiff,1263,149.338,0.712,322065,322065,1.608,0.622,0.907,1,51.338,32.861
744,colony_500.tiff,1503,156.125,0.775,383265,383265,1.842,0.543,0.953,1,56.606,31.445
746,colony_502.tiff,1747,213.338,0.482,445485,445485,2.107,0.475,0.678,1,69.449,32.304
747,colony_503.tiff,1744,158.368,0.874,444720,444720,1.383,0.723,0.969,1,53.802,39.876
749,colony_505.tiff,2375,257.078,0.452,605625,605625,2.299,0.435,0.824,1,82.674,38.209
750,colony_506.tiff,1689,158.853,0.841,430695,430695,1.185,0.844,0.949,1,40.965,37.795
751,colony_507.tiff,2595,288.291,0.392,661725,661725,1.869,0.535,0.574,1,86.164,47.139
752,colony_509.tiff,3144,218.451,0.828,801720,801720,1.223,0.818,0.935,1,65.357,52.58
753,colony_51.tiff,1990,168.51,0.881,507450,507450,1.283,0.779,0.967,1,54.765,39.826
754,colony_510.tiff,1471,177.681,0.586,375105,375105,1.816,0.551,0.801,1,60.555,33.116
755,colony_511.tiff,3024,207.137,0.886,771120,771120,1.368,0.731,0.975,1,67.404,49.264
756,colony_512.tiff,2829,216.25,0.76,721395,721395,1.845,0.542,0.92,1,80.645,43.97
757,colony_513.tiff,3443,231.966,0.804,877965,877965,1.659,0.603,0.956,1,75.259,44.071
758,colony_514.tiff,3189,217.137,0.85,813195,813195,1.396,0.717,0.97,1,68.299,50.688
759,colony_515.tiff,3676,235.137,0.835,937380,937380,1.179,0.848,0.913,1,69.403,57.825
760,colony_516.tiff,1579,150.711,0.874,402645,402645,1.242,0.805,0.964,1,46.179,37.167
761,colony_517.tiff,1928,172.995,0.81,491640,491640,1.613,0.62,0.945,1,61.233,37.095
762,colony_518.tiff,2019,174.652,0.832,514845,514845,1.609,0.621,0.966,1,62.855,37.739
763,colony_519.tiff,3149,230.208,0.747,802995,802995,1.556,0.643,0.897,1,72.509,47.253
764,colony_52.tiff,2406,186.51,0.869,613530,613530,1.324,0.755,0.963,1,56.804,39.181
765,colony_520.tiff,2328,237.179,0.52,593640,593640,1.854,0.539,0.829,1,75.444,42.934
766,colony_521.tiff,1219,188.652,0.43,310845,310845,1.32,0.757,0.78,1,50.233,35.156
767,colony_522.tiff,1618,180.652,0.623,412590,412590,2.172,0.46,0.933,1,59.331,30.237
768,colony_523.tiff,1025,163.681,0.481,261375,261375,2.012,0.497,0.829,1,53.101,27.43
769,colony_524.tiff,1865,180.853,0.717,475575,475575,2.147,0.466,0.954,1,69.697,30.709
770,colony_525.tiff,2904,217.48,0.772,740520,740520,1.766,0.566,0.943,1,74.646,42.677
771,colony_526.tiff,1498,167.581,0.67,381990,381990,1.258,0.795,0.89,1,50.429,39.211
771,colony_526.tiff,1498,167.581,0.67,381990,381990,1.258,0.795,0.89,1,19.539,12.186
773,colony_527.tiff,2248,236.492,0.505,573240,573240,2.065,0.484,0.781,1,81.006,39.452
774,colony_528.tiff,2556,209.238,0.734,651780,651780,2.129,0.47,0.965,1,81.638,36.994
775,colony_529.tiff,2209,183.238,0.827,563295,563295,1.388,0.721,0.94,1,60.027,42.444
776,colony_53.tiff,1781,159.924,0.875,454155,454155,1.283,0.779,0.963,1,52.944,41.099
777,colony_530.tiff,2237,181.338,0.855,570435,570435,1.392,0.718,0.949,1,57.699,41.066
778,colony_531.tiff,2908,214.894,0.791,741540,741540,1.788,0.559,0.953,1,72.607,41.069
779,colony_532.tiff,2544,206.066,0.753,648720,648720,2.003,0.499,0.963,1,79.607,38.434
780,colony_533.tiff,3057,214.451,0.835,779535,779535,1.129,0.886,0.905,1,62.241,53.76
782,colony_535.tiff,2262,195.681,0.742,576810,576810,2.081,0.48,0.958,1,70.752,34.246
783,colony_536.tiff,2204,199.865,0.693,562020,562020,2.255,0.443,0.924,1,75.67,34.107
784,colony_537.tiff,2405,192.066,0.819,613275,613275,1.448,0.69,0.924,1,59.71,40.92
785,colony_538.tiff,2326,209.38,0.667,593130,593130,1.528,0.655,0.902,1,62.378,42.273
786,colony_539.tiff,1936,173.48,0.808,493680,493680,1.689,0.592,0.963,1,63.256,37.439
787,colony_54.tiff,1797,160.51,0.877,458235,458235,1.442,0.694,0.968,1,55.654,38.504
788,colony_540.tiff,2491,191.581,0.853,635205,635205,1.475,0.678,0.971,1,67.064,44.255
789,colony_541.tiff,2360,190.167,0.82,601800,601800,1.573,0.636,0.942,1,61.684,40.333
790,colony_542.tiff,2361,192.066,0.804,602055,602055,1.28,0.781,0.897,1,55.835,43.919
792,colony_544.tiff,2055,249.279,0.416,524025,524025,1.752,0.571,0.834,1,58.678,35.716
793,colony_545.tiff,3170,242.492,0.677,808350,808350,2.114,0.473,0.874,1,86.246,42.251
794,colony_546.tiff,1557,171.196,0.668,397035,397035,1.321,0.757,0.871,1,52.84,39.036
795,colony_547.tiff,4112,258.936,0.771,1048560,1048560,1.931,0.518,0.973,1,98.107,50.692
796,colony_548.tiff,1880,170.61,0.812,479400,479400,1.731,0.578,0.964,1,59.812,36.657
797,colony_549.tiff,3354,237.865,0.745,855270,855270,1.816,0.551,0.947,1,80.471,45.568
798,colony_55.tiff,2008,173.823,0.835,512040,512040,1.627,0.615,0.967,1,62.725,38.223
799,colony_550.tiff,1671,154.51,0.88,426105,426105,1.358,0.736,0.966,1,53.627,39.033
800,colony_551.tiff,1834,165.723,0.839,467670,467670,1.525,0.656,0.952,1,56.596,35.883
801,colony_552.tiff,2000,201.966,0.616,510000,510000,1.738,0.575,0.788,1,64.026,36.829
802,colony_553.tiff,3014,209.823,0.86,768570,768570,1.472,0.679,0.975,1,70.94,48.173
803,colony_554.tiff,1301,154.953,0.681,331755,331755,1.666,0.6,0.91,1,53.094,32.063
804,colony_555.tiff,2345,232.936,0.543,597975,597975,1.987,0.503,0.848,1,75.521,39.08
805,colony_556.tiff,2546,202.066,0.784,649230,649230,1.71,0.585,0.928,1,67.984,39.836
806,colony_557.tiff,1950,242.492,0.417,497250,497250,1.396,0.716,0.843,1,53.846,35.351
807,colony_558.tiff,2615,198.894,0.831,666825,666825,1.644,0.608,0.972,1,75.812,46.018
808,colony_559.tiff,1798,179.38,0.702,458490,458490,2.219,0.451,0.914,1,70.051,32.026
809,colony_56.tiff,3638,227.723,0.882,927690,927690,1.308,0.765,0.975,1,69.209,54.161
810,colony_560.tiff,1672,170.409,0.724,426360,426360,1.774,0.564,0.927,1,52.927,26.246
811,colony_561.tiff,2184,194.995,0.722,556920,556920,1.189,0.841,0.788,1,53.528,44.98
812,colony_562.tiff,1733,164.894,0.801,441915,441915,1.91,0.524,0.965,1,65.077,33.75
813,colony_563.tiff,1722,166.652,0.779,439110,439110,1.541,0.649,0.922,1,48.097,36.955
814,colony_564.tiff,1604,164.409,0.746,409020,409020,2.075,0.482,0.957,1,65.47,31.797
815,colony_565.tiff,2094,179.238,0.819,533970,533970,1.579,0.633,0.964,1,54.595,33.863
816,colony_566.tiff,1632,210.451,0.463,416160,416160,2.005,0.499,0.894,1,60.297,26.226
818,colony_568.tiff,1788,165.338,0.822,455940,455940,1.197,0.835,0.944,1,49.413,39.218
819,colony_569.tiff,2841,206.652,0.836,724455,724455,1.416,0.706,0.953,1,64.669,37.861
820,colony_57.tiff,1468,142.468,0.909,374340,374340,1.028,0.973,0.967,1,40.074,36.983
821,colony_570.tiff,1976,167.823,0.882,503880,503880,1.075,0.93,0.963,1,49.943,47.036
822,colony_571.tiff,1929,175.581,0.786,491895,491895,1.696,0.59,0.948,1,64.545,37.283
823,colony_572.tiff,2064,181.622,0.786,526320,526320,2.016,0.496,0.962,1,72.425,36.619
824,colony_573.tiff,1662,153.196,0.89,423810,423810,1.297,0.771,0.969,1,48.419,38.761
826,colony_575.tiff,2167,174.51,0.894,552585,552585,1.098,0.91,0.957,1,51.072,46.296
827,colony_576.tiff,1886,172.409,0.797,480930,480930,1.846,0.542,0.962,1,64.427,33.952
828,colony_577.tiff,2119,179.196,0.829,540345,540345,1.693,0.591,0.968,1,60.976,37.126
829,colony_578.tiff,2174,185.38,0.795,554370,554370,1.857,0.539,0.956,1,71.64,38.531
830,colony_579.tiff,2470,216.551,0.662,629850,629850,1.709,0.585,0.784,1,66.588,35.967
831,colony_58.tiff,1717,213.179,0.475,437835,437835,1.718,0.582,0.885,1,62.279,36.554
832,colony_580.tiff,1963,167.338,0.881,500565,500565,1.308,0.765,0.968,1,53.607,40.876
833,colony_581.tiff,2705,212.451,0.753,689775,689775,2.048,0.488,0.965,1,75.795,38.821
834,colony_582.tiff,2722,273.664,0.457,694110,694110,1.776,0.563,0.822,1,80.693,46.342
835,colony_583.tiff,1951,195.338,0.643,497505,497505,1.933,0.517,0.887,1,56.418,32.385
836,colony_584.tiff,2200,176.409,0.888,561000,561000,1.176,0.85,0.966,1,55.82,44.753
837,colony_585.tiff,2745,214.309,0.751,699975,699975,1.649,0.606,0.889,1,67.687,42.381
838,colony_586.tiff,2194,212.551,0.61,559470,559470,1.49,0.671,0.874,1,66.616,44.381
839,colony_587.tiff,1965,175.238,0.804,501075,501075,1.731,0.578,0.964,1,64.848,36.519
840,colony_588.tiff,1756,165.882,0.802,447780,447780,1.886,0.53,0.973,1,62.289,32.501
841,colony_589.tiff,2145,173.681,0.894,546975,546975,1.078,0.928,0.969,1,50.675,46.708
842,colony_59.tiff,1959,169.581,0.856,499545,499545,1.231,0.813,0.959,1,53.831,42.457
843,colony_590.tiff,1915,164.167,0.893,488325,488325,1.298,0.77,0.968,1,48.423,39.205
844,colony_591.tiff,2114,184.409,0.781,539070,539070,1.787,0.56,0.956,1,65.248,37.623
845,colony_592.tiff,2422,197.622,0.779,617610,617610,1.735,0.576,0.936,1,70.001,41.325
846,colony_593.tiff,2400,200.693,0.749,612000,612000,2.056,0.486,0.95,1,78.438,37.74
847,colony_594.tiff,2716,197.681,0.873,692580,692580,1.414,0.707,0.973,1,63.919,45.516
848,colony_595.tiff,2120,175.581,0.864,540600,540600,1.366,0.732,0.961,1,52.643,39.738
849,colony_596.tiff,1873,164.51,0.87,477615,477615,1.328,0.753,0.969,1,49.394,38.511
850,colony_597.tiff,3114,208.551,0.9,794070,794070,1.166,0.858,0.976,1,61.655,52.185
